fall,winter,spring,summer,,,,,,
421,59,1053,413,,,,,,
285,30,664,758,,,,,,
171,46,506,919,,,,,,
82,25,358,901,,,,,,
35,14,209,1005,,,,,,
14,34,138,1074,,,,,,
12,49,57,1013,,,,,,
2,37,43,774,,,,,,
14,9,13,941,,,,,,
95,12,21,796,,,,,,
367,8,58,764,,,,,,
865,9,206,713,,,,,,
1308,11,553,774,,,,,,
533,19,988,580,,,,,,
345,31,688,436,,,,,,
422,61,601,277,,,,,,
499,97,689,221,,,,,,
488,104,822,121,,,,,,
502,116,702,105,,,,,,
653,113,675,51,,,,,,
1090,124,722,22,,,,,,
1629,88,742,33,,,,,,
1129,87,1042,68,,,,,,
593,51,788,153,,,,,,
399,56,595,311,,,,,,
280,41,371,600,,,,,,
191,27,291,724,,,,,,
120,20,192,730,,,,,,
59,9,116,804,,,,,,
23,3,72,798,,,,,,
21,6,60,702,,,,,,
4,4,39,684,,,,,,
16,4,30,674,,,,,,
90,10,7,750,,,,,,
322,43,13,761,,,,,,
868,135,42,633,,,,,,
1250,284,134,574,,,,,,
614,501,309,462,,,,,,
268,257,597,304,,,,,,
331,108,979,176,,,,,,
472,124,1299,58,,,,,,
449,158,1473,30,,,,,,
392,157,1606,3,,,,,,
503,140,1556,4,,,,,,
876,209,1653,19,,,,,,
1444,344,1586,111,,,,,,
1119,493,1446,351,,,,,,
647,371,1058,756,,,,,,
414,212,723,1070,,,,,,
327,100,495,598,,,,,,
221,70,299,425,,,,,,
129,43,230,420,,,,,,
65,16,168,498,,,,,,
20,9,124,527,,,,,,
6,2,76,466,,,,,,
5,3,50,556,,,,,,
19,5,27,762,,,,,,
87,12,6,1354,,,,,,
339,47,29,1147,,,,,,
876,145,54,892,,,,,,
1336,342,134,683,,,,,,
662,626,280,532,,,,,,
345,322,442,374,,,,,,
445,152,753,206,,,,,,
557,144,776,83,,,,,,
550,189,887,31,,,,,,
577,177,967,6,,,,,,
706,162,975,11,,,,,,
1006,261,992,25,,,,,,
1727,368,900,91,,,,,,
1377,669,953,380,,,,,,
762,521,793,790,,,,,,
523,256,509,1093,,,,,,
416,142,306,666,,,,,,
349,100,196,465,,,,,,
170,67,138,461,,,,,,
86,27,101,559,,,,,,
49,9,43,638,,,,,,
28,6,31,675,,,,,,
11,0,13,755,,,,,,
15,3,4,820,,,,,,
84,7,14,1234,,,,,,
259,22,58,1041,,,,,,
763,46,163,861,,,,,,
1330,87,482,714,,,,,,
753,206,877,627,,,,,,
515,185,529,455,,,,,,
605,158,367,313,,,,,,
770,107,398,158,,,,,,
796,91,431,122,,,,,,
693,88,417,71,,,,,,
818,95,454,31,,,,,,
1209,109,507,26,,,,,,
1638,187,794,49,,,,,,
1134,345,1282,110,,,,,,
710,280,1010,198,,,,,,
466,161,604,335,,,,,,
411,68,424,667,,,,,,
402,55,232,827,,,,,,
232,31,149,880,,,,,,
193,22,119,928,,,,,,
110,9,31,989,,,,,,
68,3,12,1067,,,,,,
46,0,2,900,,,,,,
13,0,1,862,,,,,,
17,4,22,1016,,,,,,
49,33,72,1090,,,,,,
131,68,256,1023,,,,,,
282,172,674,967,,,,,,
468,387,1207,1154,,,,,,
671,185,567,953,,,,,,
814,102,300,262,,,,,,
1027,94,371,108,,,,,,
1025,134,445,45,,,,,,
1032,111,422,21,,,,,,
1118,107,354,10,,,,,,
1009,149,374,17,,,,,,
628,235,621,69,,,,,,
296,365,1204,288,,,,,,
105,248,913,663,,,,,,
44,128,553,1084,,,,,,
44,65,311,744,,,,,,
43,49,254,588,,,,,,
45,38,171,559,,,,,,
83,23,89,723,,,,,,
104,16,32,621,,,,,,
16,12,16,701,,,,,,
11,5,11,847,,,,,,
3,6,5,1092,,,,,,
12,3,18,1599,,,,,,
50,5,99,1377,,,,,,
88,5,317,1041,,,,,,
173,21,762,786,,,,,,
267,55,1236,552,,,,,,
328,88,629,448,,,,,,
419,125,342,241,,,,,,
536,132,365,114,,,,,,
459,143,329,86,,,,,,
498,127,398,21,,,,,,
568,121,450,14,,,,,,
543,143,495,17,,,,,,
429,114,705,120,,,,,,
362,73,1289,324,,,,,,
285,96,1013,578,,,,,,
192,54,620,1069,,,,,,
195,53,332,711,,,,,,
147,37,257,514,,,,,,
118,36,126,603,,,,,,
29,19,63,765,,,,,,
11,24,29,794,,,,,,
12,12,13,681,,,,,,
5,13,6,788,,,,,,
12,8,3,1161,,,,,,
107,6,19,1552,,,,,,
366,6,72,1243,,,,,,
896,5,265,970,,,,,,
1131,27,713,738,,,,,,
502,50,1107,593,,,,,,
352,77,547,478,,,,,,
430,125,343,371,,,,,,
502,120,411,222,,,,,,
503,175,501,138,,,,,,
478,169,521,98,,,,,,
660,161,548,45,,,,,,
1027,167,760,22,,,,,,
1354,154,963,29,,,,,,
1017,140,1575,90,,,,,,
604,98,1340,218,,,,,,
415,71,809,383,,,,,,
283,62,506,755,,,,,,
236,37,315,1029,,,,,,
84,29,263,1127,,,,,,
40,17,111,1514,,,,,,
9,7,67,1489,,,,,,
12,3,26,1483,,,,,,
4,5,12,1281,,,,,,
18,5,11,1287,,,,,,
122,9,17,1372,,,,,,
412,54,65,1187,,,,,,
979,169,257,948,,,,,,
1340,413,649,884,,,,,,
543,717,1171,574,,,,,,
261,306,678,549,,,,,,
81,154,382,342,,,,,,
59,152,574,204,,,,,,
41,236,665,149,,,,,,
44,188,760,111,,,,,,
64,201,803,59,,,,,,
164,206,1090,29,,,,,,
263,304,1503,33,,,,,,
136,401,2038,83,,,,,,
130,221,1592,141,,,,,,
112,131,990,337,,,,,,
133,68,565,599,,,,,,
85,62,402,858,,,,,,
60,44,345,1073,,,,,,
18,24,268,1237,,,,,,
17,24,176,1310,,,,,,
10,5,104,1288,,,,,,
5,9,78,1261,,,,,,
11,4,29,1197,,,,,,
92,6,18,1074,,,,,,
388,50,18,1034,,,,,,
793,155,48,874,,,,,,
1065,352,84,819,,,,,,
476,716,229,638,,,,,,
236,351,400,330,,,,,,
278,163,493,209,,,,,,
371,165,680,68,,,,,,
374,217,664,33,,,,,,
337,247,607,15,,,,,,
419,199,635,5,,,,,,
728,328,641,21,,,,,,
1178,531,634,146,,,,,,
970,907,562,397,,,,,,
567,729,455,925,,,,,,
348,400,347,1323,,,,,,
282,268,243,659,,,,,,
199,153,188,473,,,,,,
92,103,139,506,,,,,,
45,42,109,688,,,,,,
12,13,96,633,,,,,,
15,8,71,600,,,,,,
8,8,60,723,,,,,,
15,4,27,1039,,,,,,
77,10,6,1718,,,,,,
275,71,16,1539,,,,,,
752,229,245,1011,,,,,,
1187,609,153,777,,,,,,
537,978,212,508,,,,,,
246,401,428,311,,,,,,
310,186,642,188,,,,,,
415,201,722,74,,,,,,
455,261,878,29,,,,,,
436,233,973,16,,,,,,
554,230,955,5,,,,,,
849,338,903,18,,,,,,
1149,550,1047,126,,,,,,
926,926,918,448,,,,,,
527,753,710,994,,,,,,
220,390,486,1440,,,,,,
267,273,229,588,,,,,,
197,227,150,444,,,,,,
127,140,123,401,,,,,,
76,62,109,532,,,,,,
32,21,48,566,,,,,,
18,5,21,433,,,,,,
15,6,12,533,,,,,,
19,3,9,889,,,,,,
35,16,15,1596,,,,,,
151,75,57,1455,,,,,,
339,265,246,956,,,,,,
653,656,558,862,,,,,,
406,1122,883,553,,,,,,
328,433,408,388,,,,,,
463,225,253,193,,,,,,
423,239,316,73,,,,,,
463,324,346,42,,,,,,
473,330,330,12,,,,,,
450,304,320,8,,,,,,
539,413,375,22,,,,,,
645,625,597,134,,,,,,
441,1083,1149,471,,,,,,
271,868,956,1032,,,,,,
177,451,494,1382,,,,,,
139,306,309,636,,,,,,
111,202,219,391,,,,,,
88,159,85,484,,,,,,
50,79,40,532,,,,,,
46,34,7,608,,,,,,
30,26,6,563,,,,,,
10,15,4,621,,,,,,
13,5,16,1029,,,,,,
9,9,83,1720,,,,,,
31,43,265,1520,,,,,,
92,108,738,1089,,,,,,
141,351,1116,870,,,,,,
284,761,545,579,,,,,,
357,278,315,341,,,,,,
466,125,357,175,,,,,,
524,186,397,97,,,,,,
589,268,429,25,,,,,,
604,323,398,18,,,,,,
512,347,547,11,,,,,,
448,459,809,21,,,,,,
354,591,1490,97,,,,,,
239,610,1212,412,,,,,,
225,525,732,1019,,,,,,
141,348,423,1419,,,,,,
132,128,320,691,,,,,,
106,126,200,445,,,,,,
91,131,76,480,,,,,,
82,53,45,648,,,,,,
59,39,11,626,,,,,,
37,25,2,596,,,,,,
17,30,14,737,,,,,,
13,12,96,1062,,,,,,
4,6,277,1731,,,,,,
35,7,763,1595,,,,,,
74,22,1218,1035,,,,,,
140,59,554,900,,,,,,
275,139,309,592,,,,,,
359,215,394,435,,,,,,
439,233,448,204,,,,,,
565,324,485,113,,,,,,
523,304,438,45,,,,,,
566,333,584,42,,,,,,
542,368,830,13,,,,,,
568,299,1435,21,,,,,,
425,268,1273,111,,,,,,
309,204,834,386,,,,,,
209,138,490,800,,,,,,
153,106,342,1357,,,,,,
146,97,206,736,,,,,,
116,67,106,491,,,,,,
41,42,36,574,,,,,,
10,41,14,730,,,,,,
11,33,9,778,,,,,,
6,27,6,686,,,,,,
0,8,10,844,,,,,,
9,8,81,1149,,,,,,
65,5,290,1591,,,,,,
260,3,777,1386,,,,,,
691,12,1245,1072,,,,,,
987,32,622,842,,,,,,
495,51,340,618,,,,,,
280,96,420,490,,,,,,
323,166,501,375,,,,,,
400,229,558,226,,,,,,
410,237,565,166,,,,,,
386,224,682,89,,,,,,
476,209,1001,58,,,,,,
717,251,1769,30,,,,,,
1186,198,1528,42,,,,,,
921,157,1012,77,,,,,,
574,134,572,211,,,,,,
358,75,463,442,,,,,,
274,60,361,729,,,,,,
166,57,224,1003,,,,,,
55,43,83,1049,,,,,,
26,25,48,1199,,,,,,
12,20,18,1188,,,,,,
8,17,20,1339,,,,,,
9,8,19,1279,,,,,,
19,4,99,1110,,,,,,
82,13,301,1067,,,,,,
335,17,751,975,,,,,,
771,27,1227,1031,,,,,,
1290,75,678,793,,,,,,
589,159,560,573,,,,,,
271,169,674,611,,,,,,
324,195,777,468,,,,,,
371,241,872,264,,,,,,
344,244,992,203,,,,,,
346,261,1146,148,,,,,,
431,253,1401,63,,,,,,
728,278,1981,22,,,,,,
1152,292,1505,46,,,,,,
927,339,965,73,,,,,,
524,256,702,157,,,,,,
376,170,489,376,,,,,,
255,105,477,625,,,,,,
203,93,311,1065,,,,,,
101,55,230,834,,,,,,
35,32,143,837,,,,,,
14,8,92,1163,,,,,,
10,7,50,1152,,,,,,
4,6,32,1047,,,,,,
16,2,27,996,,,,,,
99,13,83,948,,,,,,
324,72,191,863,,,,,,
835,216,415,692,,,,,,
1203,527,797,599,,,,,,
547,999,1074,464,,,,,,
305,476,1395,272,,,,,,
314,181,1636,201,,,,,,
377,225,1754,90,,,,,,
399,245,1620,41,,,,,,
376,205,1796,25,,,,,,
463,209,1641,14,,,,,,
714,331,1560,24,,,,,,
1191,486,1296,122,,,,,,
983,910,1135,361,,,,,,
557,737,774,885,,,,,,
389,400,643,1171,,,,,,
296,253,399,583,,,,,,
227,165,330,461,,,,,,
107,101,239,508,,,,,,
55,62,189,581,,,,,,
14,9,112,549,,,,,,
9,11,64,524,,,,,,
5,4,26,622,,,,,,
19,5,22,922,,,,,,
89,6,48,1415,,,,,,
337,51,106,1409,,,,,,
844,96,245,1001,,,,,,
1234,266,477,767,,,,,,
561,491,668,503,,,,,,
307,263,306,354,,,,,,
369,125,485,207,,,,,,
482,126,368,90,,,,,,
422,158,177,25,,,,,,
446,138,279,13,,,,,,
560,122,354,11,,,,,,
763,176,173,18,,,,,,
1187,346,166,143,,,,,,
973,612,98,385,,,,,,
590,502,74,1027,,,,,,
385,257,73,1411,,,,,,
254,166,48,649,,,,,,
178,101,58,426,,,,,,
117,50,11,446,,,,,,
54,27,7,497,,,,,,
29,12,1,442,,,,,,
9,2,1,488,,,,,,
7,3,7,126,,,,,,
16,1,30,442,,,,,,
87,7,150,1498,,,,,,
278,56,414,1424,,,,,,
684,171,607,939,,,,,,
1120,419,200,574,,,,,,
554,746,127,412,,,,,,
324,426,205,309,,,,,,
402,170,261,152,,,,,,
522,187,219,113,,,,,,
500,269,198,36,,,,,,
499,244,339,23,,,,,,
637,205,586,10,,,,,,
786,296,1079,24,,,,,,
1075,482,854,138,,,,,,
746,836,486,437,,,,,,
453,647,338,1035,,,,,,
255,416,205,1501,,,,,,
213,285,131,682,,,,,,
169,164,65,413,,,,,,
122,106,28,550,,,,,,
115,47,8,602,,,,,,
66,26,6,621,,,,,,
45,9,2,586,,,,,,
15,4,10,678,,,,,,
8,5,77,1046,,,,,,
11,11,303,1865,,,,,,
36,55,725,1703,,,,,,
127,182,1350,1158,,,,,,
250,433,628,938,,,,,,
382,886,292,567,,,,,,
538,480,292,396,,,,,,
622,220,360,202,,,,,,
731,321,299,71,,,,,,
783,399,291,41,,,,,,
722,394,384,17,,,,,,
606,340,574,8,,,,,,
570,489,1118,17,,,,,,
555,701,941,103,,,,,,
376,951,559,392,,,,,,
348,680,324,1017,,,,,,
268,399,243,1373,,,,,,
193,212,127,651,,,,,,
176,183,58,452,,,,,,
212,130,31,545,,,,,,
135,94,5,626,,,,,,
50,70,2,656,,,,,,
40,44,6,667,,,,,,
30,26,17,729,,,,,,
13,21,86,1089,,,,,,
8,4,271,1799,,,,,,
28,12,717,1621,,,,,,
71,17,1132,1112,,,,,,
172,66,568,853,,,,,,
303,172,285,620,,,,,,
451,292,377,484,,,,,,
570,497,464,269,,,,,,
665,692,496,118,,,,,,
558,756,528,62,,,,,,
570,823,616,32,,,,,,
513,871,867,16,,,,,,
452,917,1481,30,,,,,,
376,874,1342,127,,,,,,
264,636,831,340,,,,,,
186,371,551,844,,,,,,
158,288,376,1305,,,,,,
120,195,247,737,,,,,,
87,129,99,584,,,,,,
91,156,58,644,,,,,,
27,104,8,783,,,,,,
16,84,6,833,,,,,,
3,81,12,818,,,,,,
2,51,16,995,,,,,,
9,21,76,1253,,,,,,
77,10,285,1747,,,,,,
268,5,622,1413,,,,,,
695,17,648,1006,,,,,,
995,55,473,796,,,,,,
426,145,356,561,,,,,,
275,241,308,534,,,,,,
285,462,292,435,,,,,,
366,546,339,292,,,,,,
372,576,366,163,,,,,,
377,615,468,95,,,,,,
507,801,677,54,,,,,,
747,711,1187,40,,,,,,
1109,565,1032,42,,,,,,
867,438,589,79,,,,,,
469,385,332,182,,,,,,
307,209,268,295,,,,,,
229,173,186,495,,,,,,
138,177,88,359,,,,,,
69,114,48,131,,,,,,
48,60,20,91,,,,,,
10,30,16,75,,,,,,
5,8,8,69,,,,,,
2,10,13,70,,,,,,
14,9,69,53,,,,,,
76,12,250,36,,,,,,
284,65,612,21,,,,,,
722,259,1041,26,,,,,,
1088,641,607,28,,,,,,
529,1100,319,23,,,,,,
301,514,437,22,,,,,,
385,287,612,53,,,,,,
449,383,607,80,,,,,,
468,432,628,72,,,,,,
399,468,804,57,,,,,,
586,388,1040,30,,,,,,
768,529,1405,31,,,,,,
1089,731,1141,35,,,,,,
850,1215,728,65,,,,,,
521,919,423,149,,,,,,
304,574,283,352,,,,,,
234,373,244,605,,,,,,
143,238,212,877,,,,,,
103,136,144,754,,,,,,
39,64,68,845,,,,,,
20,27,48,501,,,,,,
7,9,22,203,,,,,,
5,20,11,648,,,,,,
8,4,24,805,,,,,,
91,8,61,800,,,,,,
210,47,142,382,,,,,,
519,133,346,260,,,,,,
808,414,569,280,,,,,,
480,1042,746,236,,,,,,
327,543,983,89,,,,,,
354,270,1102,70,,,,,,
460,276,1349,33,,,,,,
569,371,1461,11,,,,,,
591,356,1294,11,,,,,,
699,324,1311,8,,,,,,
625,400,1219,17,,,,,,
523,706,1034,109,,,,,,
310,1181,742,287,,,,,,
215,901,479,260,,,,,,
135,501,322,886,,,,,,
78,290,292,504,,,,,,
73,213,271,271,,,,,,
62,98,141,375,,,,,,
39,66,94,455,,,,,,
23,26,89,502,,,,,,
20,12,51,505,,,,,,
11,7,19,573,,,,,,
9,2,29,901,,,,,,
11,11,53,1587,,,,,,
25,85,112,1229,,,,,,
81,306,252,762,,,,,,
143,697,493,508,,,,,,
182,1180,831,272,,,,,,
251,478,1120,178,,,,,,
347,215,1245,117,,,,,,
311,239,1328,52,,,,,,
321,279,1351,36,,,,,,
314,273,1234,13,,,,,,
339,243,1173,7,,,,,,
213,349,1021,24,,,,,,
131,561,790,112,,,,,,
100,988,610,311,,,,,,
75,759,423,311,,,,,,
46,442,309,379,,,,,,
30,223,159,236,,,,,,
40,176,75,167,,,,,,
45,116,37,311,,,,,,
28,61,10,366,,,,,,
12,22,7,412,,,,,,
6,2,9,431,,,,,,
2,3,23,475,,,,,,
4,6,82,759,,,,,,
9,13,273,935,,,,,,
56,64,746,692,,,,,,
111,239,1071,456,,,,,,
144,584,510,429,,,,,,
214,978,350,296,,,,,,
269,434,495,235,,,,,,
379,199,628,135,,,,,,
442,223,576,68,,,,,,
547,261,584,41,,,,,,
652,240,647,17,,,,,,
611,229,951,16,,,,,,
582,350,1596,28,,,,,,
441,529,1365,120,,,,,,
238,923,797,392,,,,,,
220,702,498,906,,,,,,
129,418,314,1349,,,,,,
115,264,152,672,,,,,,
92,207,95,408,,,,,,
80,134,42,410,,,,,,
36,72,20,464,,,,,,
45,26,6,454,,,,,,
25,9,2,452,,,,,,
5,5,23,591,,,,,,
4,8,110,877,,,,,,
10,12,320,920,,,,,,
21,64,861,733,,,,,,
75,192,1360,187,,,,,,
118,495,616,126,,,,,,
311,873,306,127,,,,,,
423,469,352,128,,,,,,
601,232,402,175,,,,,,
726,288,397,78,,,,,,
801,394,324,29,,,,,,
841,363,231,22,,,,,,
788,321,256,11,,,,,,
690,420,493,25,,,,,,
489,597,411,118,,,,,,
338,911,222,387,,,,,,
273,623,145,922,,,,,,
169,369,103,1377,,,,,,
156,209,44,658,,,,,,
128,166,31,377,,,,,,
104,134,13,571,,,,,,
68,114,10,724,,,,,,
45,65,1,613,,,,,,
43,61,1,619,,,,,,
18,34,6,725,,,,,,
7,19,74,1026,,,,,,
8,13,229,1757,,,,,,
27,9,614,1533,,,,,,
53,29,849,1091,,,,,,
120,81,324,828,,,,,,
255,198,214,610,,,,,,
373,322,220,420,,,,,,
452,528,338,319,,,,,,
521,627,320,157,,,,,,
532,829,334,48,,,,,,
509,918,503,38,,,,,,
518,1040,768,13,,,,,,
449,1029,1253,31,,,,,,
359,836,1149,112,,,,,,
272,584,701,341,,,,,,
228,395,505,837,,,,,,
171,319,370,1285,,,,,,
108,273,246,688,,,,,,
66,168,132,562,,,,,,
41,191,54,646,,,,,,
24,139,23,721,,,,,,
9,102,16,697,,,,,,
5,62,8,789,,,,,,
2,44,14,855,,,,,,
16,10,95,1134,,,,,,
84,8,348,1471,,,,,,
254,7,872,758,,,,,,
693,21,1335,734,,,,,,
1098,50,638,513,,,,,,
449,78,403,444,,,,,,
224,90,480,359,,,,,,
297,137,594,299,,,,,,
369,174,640,208,,,,,,
404,209,590,163,,,,,,
370,181,761,91,,,,,,
506,237,1071,66,,,,,,
744,266,1776,23,,,,,,
1190,273,1522,45,,,,,,
947,270,1014,66,,,,,,
565,195,615,204,,,,,,
329,181,514,374,,,,,,
217,92,341,640,,,,,,
141,71,217,973,,,,,,
63,66,75,1119,,,,,,
27,43,64,1361,,,,,,
13,11,43,1214,,,,,,
10,9,6,1277,,,,,,
0,9,3,1258,,,,,,
19,6,28,1287,,,,,,
77,11,93,1196,,,,,,
316,71,249,1035,,,,,,
857,239,485,1069,,,,,,
1252,601,451,788,,,,,,
558,1010,312,599,,,,,,
279,441,446,523,,,,,,
289,192,512,430,,,,,,
386,220,535,260,,,,,,
379,259,592,169,,,,,,
347,247,745,131,,,,,,
480,233,1015,57,,,,,,
769,348,1436,22,,,,,,
1183,551,1131,24,,,,,,
1000,953,710,58,,,,,,
581,742,471,161,,,,,,
369,461,375,329,,,,,,
234,284,310,581,,,,,,
180,204,239,933,,,,,,
71,108,164,1083,,,,,,
28,55,105,1226,,,,,,
9,22,60,1208,,,,,,
4,15,34,1210,,,,,,
5,7,9,1168,,,,,,
14,5,35,1259,,,,,,
101,10,67,1201,,,,,,
306,62,174,1095,,,,,,
833,196,334,898,,,,,,
1296,518,576,743,,,,,,
561,917,848,483,,,,,,
298,429,1165,359,,,,,,
312,183,1359,230,,,,,,
441,165,1524,86,,,,,,
422,238,1557,37,,,,,,
393,188,1481,14,,,,,,
515,174,1331,11,,,,,,
754,220,1213,23,,,,,,
1283,380,906,124,,,,,,
958,726,696,388,,,,,,
613,606,517,836,,,,,,
423,337,392,1231,,,,,,
268,215,219,638,,,,,,
178,112,135,469,,,,,,
144,94,82,489,,,,,,
64,44,76,597,,,,,,
17,10,56,694,,,,,,
12,6,44,645,,,,,,
2,2,16,700,,,,,,
18,1,35,898,,,,,,
91,7,87,462,,,,,,
316,66,125,277,,,,,,
808,207,299,472,,,,,,
1269,502,520,399,,,,,,
554,827,644,380,,,,,,
337,446,634,239,,,,,,
321,182,758,126,,,,,,
464,196,737,51,,,,,,
409,231,749,20,,,,,,
407,212,756,13,,,,,,
584,202,788,9,,,,,,
805,295,741,19,,,,,,
1218,491,629,111,,,,,,
926,849,432,424,,,,,,
640,673,250,930,,,,,,
416,379,186,1228,,,,,,
206,252,113,613,,,,,,
182,180,83,466,,,,,,
102,116,43,523,,,,,,
108,55,20,530,,,,,,
104,22,11,555,,,,,,
104,10,8,472,,,,,,
41,2,18,649,,,,,,
15,4,81,937,,,,,,
26,9,259,1741,,,,,,
91,68,729,1474,,,,,,
121,236,1179,1048,,,,,,
276,598,607,733,,,,,,
472,1065,370,446,,,,,,
721,487,444,314,,,,,,
810,220,523,180,,,,,,
993,253,579,83,,,,,,
880,329,570,26,,,,,,
986,267,692,7,,,,,,
798,259,967,1,,,,,,
826,367,1657,12,,,,,,
940,568,1432,120,,,,,,
803,965,914,396,,,,,,
734,801,539,936,,,,,,
467,525,359,1368,,,,,,
252,335,224,647,,,,,,
101,195,109,474,,,,,,
163,103,52,567,,,,,,
123,44,27,597,,,,,,
117,22,8,602,,,,,,
84,9,4,589,,,,,,
63,10,20,715,,,,,,
16,7,88,989,,,,,,
40,13,360,1724,,,,,,
52,59,964,1456,,,,,,
118,183,1346,1047,,,,,,
286,432,637,829,,,,,,
593,794,392,595,,,,,,
877,423,490,320,,,,,,
1106,185,612,99,,,,,,
1194,206,600,68,,,,,,
1206,223,619,37,,,,,,
1164,220,767,12,,,,,,
1081,207,1068,16,,,,,,
1040,270,1881,16,,,,,,
1017,344,1539,104,,,,,,
989,577,1036,384,,,,,,
928,416,610,863,,,,,,
685,241,450,1278,,,,,,
584,136,340,696,,,,,,
525,86,217,450,,,,,,
343,78,62,483,,,,,,
187,58,29,564,,,,,,
99,37,10,570,,,,,,
74,32,10,363,,,,,,
43,17,21,176,,,,,,
25,5,112,484,,,,,,
29,9,394,1348,,,,,,
80,7,922,1239,,,,,,
155,17,1468,903,,,,,,
325,54,695,713,,,,,,
575,136,427,493,,,,,,
757,191,478,392,,,,,,
842,253,603,206,,,,,,
938,359,607,80,,,,,,
914,352,539,53,,,,,,
845,353,681,31,,,,,,
741,336,961,9,,,,,,
777,357,1747,28,,,,,,
816,317,1484,107,,,,,,
772,240,957,339,,,,,,
697,241,638,700,,,,,,
433,162,509,1158,,,,,,
355,103,369,721,,,,,,
224,96,209,438,,,,,,
103,71,77,532,,,,,,
53,49,40,662,,,,,,
15,51,19,672,,,,,,
12,50,11,574,,,,,,
7,29,20,806,,,,,,
16,20,94,1084,,,,,,
107,11,373,1240,,,,,,
394,11,948,437,,,,,,
864,27,1523,649,,,,,,
1102,43,721,435,,,,,,
492,102,421,252,,,,,,
321,158,546,171,,,,,,
343,167,651,154,,,,,,
464,117,582,134,,,,,,
414,85,487,107,,,,,,
325,66,700,89,,,,,,
393,53,1013,22,,,,,,
696,47,1653,11,,,,,,
1507,24,1426,25,,,,,,
1357,25,1034,64,,,,,,
817,25,692,140,,,,,,
510,43,512,381,,,,,,
322,38,390,674,,,,,,
259,32,230,940,,,,,,
135,142,106,1150,,,,,,
58,62,57,1230,,,,,,
17,12,31,1313,,,,,,
16,7,19,1297,,,,,,
9,3,19,1234,,,,,,
21,2,84,1178,,,,,,
142,16,334,1105,,,,,,
484,53,792,951,,,,,,
1078,178,1228,836,,,,,,
1360,410,724,696,,,,,,
562,812,534,593,,,,,,
315,397,623,501,,,,,,
354,164,779,340,,,,,,
476,158,827,248,,,,,,
442,212,798,193,,,,,,
399,197,897,100,,,,,,
549,195,1195,63,,,,,,
891,276,1700,17,,,,,,
1542,409,1219,39,,,,,,
1395,867,893,63,,,,,,
937,633,335,122,,,,,,
627,366,319,292,,,,,,
458,266,329,606,,,,,,
269,153,278,878,,,,,,
159,78,161,925,,,,,,
58,31,124,1031,,,,,,
16,18,83,1068,,,,,,
9,7,50,1083,,,,,,
7,2,20,1019,,,,,,
16,0,26,1005,,,,,,
104,13,66,995,,,,,,
436,82,178,882,,,,,,
1019,222,414,787,,,,,,
1317,545,700,644,,,,,,
586,974,847,435,,,,,,
344,443,1014,259,,,,,,
358,207,1102,174,,,,,,
475,218,1075,107,,,,,,
488,232,971,46,,,,,,
414,240,1047,6,,,,,,
536,202,996,7,,,,,,
863,318,792,24,,,,,,
1607,491,649,115,,,,,,
1406,913,588,359,,,,,,
899,734,427,777,,,,,,
653,428,341,1129,,,,,,
488,230,293,658,,,,,,
353,192,288,441,,,,,,
234,104,202,514,,,,,,
102,41,134,568,,,,,,
55,20,93,585,,,,,,
26,4,52,557,,,,,,
5,5,24,592,,,,,,
16,3,14,862,,,,,,
104,9,41,1593,,,,,,
365,52,113,1498,,,,,,
919,147,289,1044,,,,,,
1343,380,495,698,,,,,,
668,762,828,434,,,,,,
390,527,961,301,,,,,,
484,233,1057,145,,,,,,
574,60,1058,56,,,,,,
553,65,1043,23,,,,,,
575,40,930,16,,,,,,
688,60,956,12,,,,,,
999,105,879,27,,,,,,
613,138,710,112,,,,,,
147,309,556,415,,,,,,
367,478,388,881,,,,,,
209,301,276,1327,,,,,,
31,239,196,602,,,,,,
57,171,117,407,,,,,,
127,93,53,532,,,,,,
127,38,20,533,,,,,,
82,24,16,542,,,,,,
57,6,6,525,,,,,,
37,1,23,463,,,,,,
18,5,92,671,,,,,,
19,12,341,1606,,,,,,
77,68,853,1403,,,,,,
158,195,1218,910,,,,,,
348,477,672,606,,,,,,
457,881,425,471,,,,,,
695,473,526,365,,,,,,
816,194,637,158,,,,,,
930,187,705,78,,,,,,
729,251,663,25,,,,,,
246,230,792,16,,,,,,
262,214,1052,12,,,,,,
409,298,1825,19,,,,,,
468,443,1514,127,,,,,,
460,880,972,426,,,,,,
410,668,600,963,,,,,,
364,391,385,1307,,,,,,
328,244,258,661,,,,,,
256,203,174,411,,,,,,
193,108,56,468,,,,,,
58,72,31,527,,,,,,
81,33,13,531,,,,,,
50,6,7,462,,,,,,
28,3,22,588,,,,,,
9,5,97,933,,,,,,
10,15,397,1628,,,,,,
12,48,1038,1521,,,,,,
13,167,1404,1023,,,,,,
30,435,688,756,,,,,,
94,881,406,536,,,,,,
108,460,435,354,,,,,,
101,231,564,170,,,,,,
130,247,580,69,,,,,,
146,288,509,29,,,,,,
106,316,693,16,,,,,,
112,312,1042,13,,,,,,
148,399,1802,21,,,,,,
307,582,1492,119,,,,,,
306,950,1026,369,,,,,,
295,637,634,851,,,,,,
197,385,455,1386,,,,,,
198,209,276,683,,,,,,
173,146,190,516,,,,,,
88,130,64,532,,,,,,
42,128,28,620,,,,,,
20,58,111,582,,,,,,
7,51,405,526,,,,,,
6,34,972,728,,,,,,
20,12,1513,999,,,,,,
95,7,710,1688,,,,,,
